dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.7340092902027966, .8067577760729117, .6746208888231706, .6544750672295464
.7340208910503238, .8067128100253548, .6746208888231706, .6544750672295464
.7340208910503238, .8067128100253548, .6746208888231706, .6544750672295464
.7340208910503238, .8067128100253548, .6746208888231706, .6544750672295464
.7340208910503238, .8067128100253548, .6746208888231706, .6544750672295464
.7340208910503238, .8067128100253548, .6746208888231706, .6544750672295464
.7340092902027966, .8067577760729117, .6746208888231706, .6544750672295464
.7340092902027966, .8067577760729117, .6746208888231706, .6544750672295464
.7340092902027966, .8067577760729117, .6746208888231706, .6544750672295464
.7340092902027966, .8067577760729117, .6746208888231706, .6544750672295464
