dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.40873032608127324, .5609158582675948, .34163180770234725, .35508864277195046
.4087912028655588, .5611254265184381, .34163180770234725, .35508864277195046
.4087912028655588, .5611254265184381, .34163180770234725, .35508864277195046
.40877547913723933, .5611726596692929, .34163180770234725, .35508864277195046
.4089064345072147, .5612988577762377, .34163180770234725, .35508864277195046
.40862180845571694, .5611652352463359, .34163180770234725, .35508864277195046
.4088722034559014, .561247016401074, .34163180770234725, .35508864277195046
.40862180845571694, .5611652352463359, .34163180770234725, .35508864277195046
.40874915793556404, .5611467412821353, .34163180770234725, .35508864277195046
.40880497338639715, .5609775187170039, .34163180770234725, .35508864277195046
